root_uid	eventmention_id	child_uid	textoffset_startchar	textoffset_endchar	text_string	mediamention_signaltype	mediamention_starttime	mediamention_endtime	keyframe_id	mediamention_coordinates	description	type	subtype	subsubtype	attribute	start_date_type	start_date	end_date_type	end_date
JC002YCXK	VMJC002YCXK.000092	JC002YEOG	221	227	disease	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	8 people had unknown disease in Maracay	life	injure	illnessdegredationsickness	none	startbefore	2014-09-23	endbefore	2014-09-23
JC002YCXK	VMJC002YCXK.000199	JC002YEOG	342	352	chikungunya	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	8 people had Chikungunya in Maracay	life	injure	illnessdegredationsickness	none	startbefore	2014-09-23	endbefore	2014-09-23
JC002YCXK	VMJC002YCXK.000233	JC002YEOG	454	457	fled	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Dr Angel Sarmiento fled Venezuela	movement	transportperson	unspecified	none	startbefore	2014-09-23	endunk	EMPTY_NA
JC002YCXK	VMJC002YCXK.000301	JC002YEOG	483	489	accused	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Dr Angel Sarmiento was accused of terrorism	justice	initiatejudicialprocess	unspecified	none	startbefore	2014-09-23	endunk	EMPTY_NA
JC002YCXK	VMJC002YCXK.000408	JC002YEOG	616	632	hemorrhagic fever	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	8 people in Maracay had unknown hemorrhagic fever	life	injure	illnessdegredationsickness	hedged	startbefore	2014-09-23	endbefore	2014-09-23
JC002YCXK	VMJC002YCXK.000515	JC002YEOG	692	702	chikungunya	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	6 of the 8 people who died in Maracay had chikungunya	life	injure	illnessdegredationsickness	none	startbefore	2014-09-23	endbefore	2014-09-23
JC002YCXK	VMJC002YCXK.000622	JC002YEOG	983	989	disease	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	People who died in Maracay did not have an unknown disease	life	injure	illnessdegredationsickness	hedged	startbefore	2014-09-23	endbefore	2014-09-23
JC002YCXK	VMJC002YCXK.000690	JC002YEOG	1055	1065	chikungunya	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	8 People in Maracay had chikungunya	life	injure	illnessdegredationsickness	none	startbefore	2014-09-23	endbefore	2014-09-23
JC002YCXK	VMJC002YCXK.000789	JC002YEOG	1580	1587	infected	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Infection in Maracay	life	injure	illnessdegredationsickness	none	startbefore	2014-09-23	endunk	EMPTY_NA
JC002YCXK	VMJC002YCXK.000823	JC002YEOG	1917	1927	chikungunya	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	65,000 to 117,000 people in Venezuela are infected with chikungunya	life	injure	illnessdegredationsickness	none	startbefore	2014-09-23	endunk	EMPTY_NA
JC002YCXK	VMJC002YCXK.000930	JC002YEOG	2181	2191	chikungunya	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	398 cases of chikungunya in Venezuela	life	injure	illnessdegredationsickness	none	startbefore	2014-09-23	endunk	EMPTY_NA
JC002YCXK	VMJC002YCXK.000977	JC002YEOG	2228	2235	diseases	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Infectious diseases in Venezuela	life	injure	illnessdegredationsickness	none	startbefore	2014-09-23	endunk	EMPTY_NA
JC002YCXK	VMJC002YCXK.001024	JC002YEOG	2352	2355	lack	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Shortage of funds and medicine	artifactexistence	shortage	shortage	none	startbefore	2014-09-23	endunk	EMPTY_NA
JC002YCXK	VMJC002YCXK.001097	JC002YEOG	2658	2668	prosecution	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Dr Angel Sarmiento is facing prosecution	justice	initiatejudicialprocess	unspecified	none	startbefore	2014-09-23	endunk	EMPTY_NA
JC002YCXK	VMJC002YCXK.001144	JC002YEOG	2681	2684	fled	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Dr Angel Sarmiento fled to Central America	movement	transportperson	unspecified	none	startbefore	2014-09-23	endunk	EMPTY_NA
JC002YFXO	VMJC002YFXO.000003	JC002YGFT	354	359	killed	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	people killed by unknown disease	life	die	nonviolentdeath	none	starton	2014-xx-xx	endon	2014-xx-xx
JC002YFXO	VMJC002YFXO.000076	JC002YGFT	441	446	deaths	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	deaths were caused by chikungunya	life	die	nonviolentdeath	none	starton	2014-xx-xx	endon	2014-xx-xx
JC002YFXO	VMJC002YFXO.000136	JC002YGFT	702	707	deaths	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	the deaths were thought to be caused by unknown hemorrhagic fever	life	die	nonviolentdeath	hedged	starton	2014-xx-xx	endon	2014-xx-xx
JC002YFXO	VMJC002YFXO.000196	JC002YGFT	1204	1211	arriving	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Chikungunya outbreak in Caribbean	disaster	diseaseoutbreak	diseaseoutbreak	none	startbefore	2014-01-01	endunk	EMPTY_NA
JC002YFXO	VMJC002YFXO.000256	JC002YGFT	1580	1589	fatalities	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	9 chikungunya fatalities in Maracay	life	die	nonviolentdeath	none	starton	2014-08-30	endon	2014-09-15
JC002YFXO	VMJC002YFXO.000410	JC002YGFT	615	623	terrorism	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Sarmiento accused of terrorism against virus victims	conflict	attack	biologicalchemicalpoisonattack	hedged	starton	2014-xx-xx	endon	2014-xx-xx
JC002YFXO	VMJC002YFXO.000517	JC002YGFT	563	568	deaths	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	8 deaths in Maracay	life	die	nonviolentdeath	none	starton	2014-xx-xx	endon	2014-xx-xx
JC002YFXO	VMJC002YFXO.000538	JC002YGFT	1065	1070	deaths	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Health minister says chikungunya caused the 8 deaths	life	die	nonviolentdeath	none	starton	2014-xx-xx	endon	2014-xx-xx
JC002YFXO	VMJC002YFXO.000658	JC002YGFT	1771	1786	press conference	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Castro gave press conference	contact	mediastatement	unspecified	none	starton	2014-09-29	endon	2014-09-29
JC002YFXO	VMJC002YFXO.000692	JC002YGFT	2462	2465	lack	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Shortage of money in Venezuela	artifactexistence	shortage	shortage	none	startunk	EMPTY_NA	endunk	EMPTY_NA
JC002YFXO	VMJC002YFXO.000752	JC002YGFT	2462	2465	lack	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Shortage of medicine in Venezuela	artifactexistence	shortage	shortage	none	startunk	EMPTY_NA	endunk	EMPTY_NA
JC002YFXO	VMJC002YFXO.000812	JC002YGFT	2597	2602	deaths	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	The deaths in Maracay	life	die	nonviolentdeath	none	starton	2014-xx-xx	endon	2014-xx-xx
JC002YFXO	VMJC002YFXO.000872	JC002YGFT	2802	2812	undisclosed	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Sarmiento fled to an undisclosed location in Central America	movement	transportperson	hide	none	starton	2014-xx-xx	endon	2014-xx-xx
JC002YFXO	VMJC002YFXO.000919	JC002YGFT	2937	2952	press conference	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Press conference that Villasmil and Castro participated in	contact	mediastatement	unspecified	none	starton	2014-09-29	endon	2014-09-29
JC002YFXO	VMJC002YFXO.000966	JC002YGFT	3037	3044	outbreak	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Outbreak of hemorrhagic fever syndrome in Latin America	disaster	diseaseoutbreak	diseaseoutbreak	none	starton	2014-xx-xx	endunk	EMPTY_NA
JC002YFXO	VMJC002YFXO.001013	JC002YGFT	3089	3093	kills	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	10 people die of hemorrhagic fever syndrome in Venezuela	life	die	nonviolentdeath	none	starton	2014-xx-xx	endon	2014-xx-xx
JC002YFXO	VMJC002YFXO.001073	JC002YGFT	3104	3111	outbreak	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Outbreak of hemorrhagic fever syndrome in parts of Venezuela	disaster	diseaseoutbreak	diseaseoutbreak	none	starton	2014-xx-xx	endunk	EMPTY_NA
JC002YFXO	VMJC002YFXO.001146	JC002YGFT	3244	3247	dead	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	10 people dead in Venezuela from hemorrhagic fever syndrome	life	die	nonviolentdeath	none	starton	2014-09-xx	endon	2014-10-04
JC002YFXO	VMJC002YFXO.001266	JC002YGFT	3713	3719	reports	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Disease outbreak reported	contact	mediastatement	unspecified	none	starton	2014-xx-xx	endon	2014-xx-xx
JC002YFXO	VMJC002YFXO.001428	JC002YGFT	5038	5040	die	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	First 8 cases didn't die of fever	life	die	nonviolentdeath	none	starton	2014-xx-xx	endon	2014-xx-xx
JC002YFXO	VMJC002YFXO.001496	JC002YGFT	6091	6100	BIO-TERROR	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Disease could be caused by bio-terrorism	conflict	attack	biologicalchemicalpoisonattack	hedged	starton	2014-xx-xx	endon	2014-xx-xx
JC002YFXO	VMJC002YFXO.001543	JC002YGFT	5596	5619	the medical spokesperson	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Medical spokesperson said chikungunya was not cause of first 8 deaths	contact	mediastatement	unspecified	none	starton	2014-xx-xx	endon	2014-xx-xx
JC002YFXO	VMJC002YFXO.001590	JC002YGFT	5257	5258	in	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Unknown disease outbreak spread to Florida	disaster	diseaseoutbreak	diseaseoutbreak	none	starton	2014-xx-xx	endon	2014-xx-xx
JC002YFXO	VMJC002YFXO.001637	JC002YGFT	5940	5948	spreading	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Chikungunya outbreak spreads across US	disaster	diseaseoutbreak	diseaseoutbreak	none	starton	2014-xx-xx	endon	2014-xx-xx
JC002YFXO	VMJC002YFXO.001684	JC002YGFT	4800	4804	cases	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	First 8 deaths were not caused by Chikungunya	life	die	nonviolentdeath	none	starton	2014-xx-xx	endon	2014-xx-xx
JC002YC3Z	VMJC002YC3Z.000050	JC002YEMF	122	129	прибытии	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Bacteriological warfare experts arrived in Venezuela	movement	transportperson	selfmotion	none	startbefore	2014-09-21	endbefore	2014-09-21
JC002YC3Z	VMJC002YC3Z.000097	JC002YEMF	554	560	прибыли	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Doctors arrived in Venezuela	movement	transportperson	selfmotion	none	startbefore	2014-09-21	endbefore	2014-09-21
JC002YC3Z	VMJC002YC3Z.000157	JC002YEMF	773	780	внедрить	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Right wing parties introduced a virus in the Maracay Central Hospital	conflict	attack	biologicalchemicalpoisonattack	hedged	startbefore	2014-09-21	endbefore	2014-09-21
JC002YC3Z	VMJC002YC3Z.000337	JC002YEMF	297	308	использовать	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Opposition attacked people with a virus	conflict	attack	biologicalchemicalpoisonattack	hedged	startbefore	2014-09-21	endbefore	2014-09-21
JC002YC3Z	VMJC002YC3Z.000444	JC002YEMF	943	954	заболеванием	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Unknown disease broke out in Venezuela	disaster	diseaseoutbreak	diseaseoutbreak	none	startbefore	2014-09-21	endunk	EMPTY_NA
JC002YC3Z	VMJC002YC3Z.000465	JC002YEMF	1098	1106	появлении	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Unknown disease broke out in Maracay central hospital	disaster	diseaseoutbreak	diseaseoutbreak	none	startbefore	2014-09-21	endunk	EMPTY_NA
JC002YC3Z	VMJC002YC3Z.000512	JC002YEMF	1165	1170	умерли	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	A few people died in Maracay central hospital	life	die	nonviolentdeath	none	startbefore	2014-09-21	endbefore	2014-09-21
JC002YC3Z	VMJC002YC3Z.000572	JC002YEMF	1207	1215	излечении	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	A few people received medical treatment at Maracay central hospital	medical	intervention	intervention	none	startbefore	2014-09-21	endbefore	2014-09-21
JC002YC3Z	VMJC002YC3Z.000619	JC002YEMF	1363	1368	умерли	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	8 people died in Maracay central hospital	life	die	nonviolentdeath	none	startbefore	2014-09-21	endbefore	2014-09-21
JC002YC3Z	VMJC002YC3Z.000713	JC002YEMF	1396	1419	были одинаковые симптомы	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	8 people had the same symptoms	life	injure	illnessdegredationsickness	none	startbefore	2014-09-21	endbefore	2014-09-21
JC002YC48	VMJC002YC48.000003	JC002YEMH	11	17	поразил	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Chikungunya outbreak in Venezuela	disaster	diseaseoutbreak	diseaseoutbreak	none	startunk	EMPTY_NA	endunk	EMPTY_NA
JC002YC48	VMJC002YC48.000050	JC002YEMH	51	66	зарегистрированы	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Chikungunya outbreak in Venezuela 2	disaster	diseaseoutbreak	diseaseoutbreak	none	startunk	EMPTY_NA	endunk	EMPTY_NA
JC002YC48	VMJC002YC48.000144	JC002YEMH	243	263	зафиксированны случаи	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Chikungunya outbreak in Venezuela 3	disaster	diseaseoutbreak	diseaseoutbreak	none	startunk	EMPTY_NA	endunk	EMPTY_NA
JC002YC48	VMJC002YC48.000473	JC002YEMH	552	567	не зафиксировано	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	No one died from chikungunya	life	die	nonviolentdeath	not	startunk	EMPTY_NA	endunk	EMPTY_NA
JC002YC48	VMJC002YC48.000507	JC002YEMH	751	757	прибыли	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Some infected people arrived from Dominican Republic	movement	transportperson	selfmotion	none	startunk	EMPTY_NA	endunk	EMPTY_NA
JC002YC48	VMJC002YC48.000554	JC002YEMH	624	632	буйствует	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Chikungunya is present in the Caribbean	disaster	diseaseoutbreak	diseaseoutbreak	none	startunk	EMPTY_NA	endunk	EMPTY_NA
JC002YC4N	VMJC002YC4N.000003	JC002YEMI	196	202	погибло	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	9 people died from a disease outbreak in Venezuela	life	die	nonviolentdeath	none	startunk	EMPTY_NA	endon	2014-09-xx
JC002YC4N	VMJC002YC4N.000110	JC002YEMI	90	117	"психологическом терроризме"	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Psychological terrorism by a doctor spreading the info about the disease outbreak	genericcrime	genericcrime	genericcrime	none	starton	2014-09-xx	endunk	EMPTY_NA
JC002YC4N	VMJC002YC4N.000264	JC002YEMI	279	288	заключение	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Ángel Sarmiento faces imprisonment	justice	initiatejudicialprocess	chargeindict	none	starton	2014-xx-xx	endunk	EMPTY_NA
JC002YC4N	VMJC002YC4N.000319	JC002YEMI	141	148	эпидемии	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Disease outbreak in Venezuela	disaster	diseaseoutbreak	diseaseoutbreak	none	startunk	EMPTY_NA	endunk	EMPTY_NA
JC002YC4N	VMJC002YC4N.000379	JC002YEMI	67	86	предъявило обвинение	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Government of Venezuela accused the doctor of psychological terrorism	justice	initiatejudicialprocess	chargeindict	none	starton	2014-xx-xx	endon	2014-xx-xx
JC002YC4N	VMJC002YC4N.000465	JC002YEMI	340	366	"бактериологической войной"	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Opposition is carrying out a biological war	conflict	attack	biologicalchemicalpoisonattack	none	startunk	EMPTY_NA	endunk	EMPTY_NA
JC002YC4N	VMJC002YC4N.000559	JC002YEMI	518	524	прибыли	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Doctors from Cuba arrived to Venezuela	movement	transportperson	selfmotion	none	startunk	EMPTY_NA	endunk	EMPTY_NA
JC002YC4N	VMJC002YC4N.000666	JC002YEMI	691	700	скончались	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	9 people died at the clinics in Maracay	life	die	nonviolentdeath	none	startunk	EMPTY_NA	endunk	EMPTY_NA
JC002YC4N	VMJC002YC4N.000760	JC002YEMI	747	752	умерли	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	people died because of the virus pandemic	life	die	nonviolentdeath	none	startunk	EMPTY_NA	endunk	EMPTY_NA
JC002YC4N	VMJC002YC4N.000820	JC002YEMI	809	818	не покинул	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Ángel Sarmiento did not leave the country	movement	transportperson	selfmotion	not	startunk	EMPTY_NA	endunk	EMPTY_NA
JC002YF02	VMJC002YF02.000003	JC002YF53	2615	2618	было	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	45,745 cases of dengue fever were in Venezuela	disaster	diseaseoutbreak	diseaseoutbreak	none	startbefore	2014-09-xx	endbefore	2014-09-xx
JC002YF02	VMJC002YF02.000084	JC002YF53	2714	2723	зараженных	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Venezuelans were infected with chikungunya	disaster	diseaseoutbreak	diseaseoutbreak	none	startbefore	2014-09-xx	endbefore	2014-09-xx
JC002YF02	VMJC002YF02.000118	JC002YF53	2819	2831	были заражены	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Venezuelans were infected with chikungunya 2	disaster	diseaseoutbreak	diseaseoutbreak	none	startbefore	2014-09-xx	endbefore	2014-09-xx
JC002YF02	VMJC002YF02.000293	JC002YF53	4049	4054	умерли	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	8 citizens of Aragua died from unknown disease	life	die	nonviolentdeath	none	startunk	EMPTY_NA	endunk	EMPTY_NA
JC002YF02	VMJC002YF02.000387	JC002YF53	4535	4549	не была вызвана	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Disease was not caused by chikungunya	disaster	diseaseoutbreak	diseaseoutbreak	none	startunk	EMPTY_NA	endunk	EMPTY_NA
JC002YF02	VMJC002YF02.000434	JC002YF53	4317	4326	потребовал	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Maduro threatened Ángel Sarmiento	contact	threatencoerce	unspecified	none	startunk	EMPTY_NA	endunk	EMPTY_NA
JC002YF02	VMJC002YF02.000468	JC002YF53	4814	4831	смертельные случаи	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Deaths were caused by chikungunya	life	die	nonviolentdeath	none	startunk	EMPTY_NA	endunk	EMPTY_NA
JC002YF02	VMJC002YF02.000502	JC002YF53	4673	4691	биологическая война	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Biological war against Venezuela	conflict	attack	biologicalchemicalpoisonattack	hedged	startunk	EMPTY_NA	endunk	EMPTY_NA
JC002YD6G	VMJC002YD6G.000066	JC002YD6I	190	197	falleció	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Misterious lethal disease outbreak in Venezuela	life	die	nonviolentdeath	none	startunk	EMPTY_NA	endunk	EMPTY_NA
JC002YD6G	VMJC002YD6G.000160	JC002YD6I	461	469	denunciar	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Medical Federation President denounces casualties	contact	threatencoerce	unspecified	none	startunk	EMPTY_NA	endunk	EMPTY_NA
JC002YD6G	VMJC002YD6G.000181	JC002YD6I	482	487	muerte	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Other Casualties in Hospital Central de Maracay	life	die	nonviolentdeath	none	startunk	EMPTY_NA	endunk	EMPTY_NA
JC002YD6G	VMJC002YD6G.000241	JC002YD6I	541	547	acusado	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Maduro blames Medical Federation President	contact	threatencoerce	unspecified	none	startunk	EMPTY_NA	endunk	EMPTY_NA
JC002YD6G	VMJC002YD6G.000288	JC002YD6I	768	776	fallecido	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	More related casualties across Venezuela	life	die	nonviolentdeath	none	startunk	EMPTY_NA	endunk	EMPTY_NA
JC002YD6G	VMJC002YD6G.000463	JC002YD6I	677	683	amenaza	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Threat from the Government	contact	threatencoerce	unspecified	none	startunk	EMPTY_NA	endunk	EMPTY_NA
JC002YDCM	VMJC002YDCM.000118	JC002YDCQ	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	84.068	86.119	EMPTY_NA	EMPTY_NA	Person in bed at Hospital	life	injure	illnessdegredationsickness	none	startbefore	2014-09-12	endunk	EMPTY_NA
JC002YDCM	VMJC002YDCM.000165	JC002YDCQ	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	89.421	91.534	EMPTY_NA	EMPTY_NA	Two people in beds at Hospital are sick	life	injure	illnessdegredationsickness	none	startbefore	2014-09-12	endunk	EMPTY_NA
JC002YDCM	VMJC002YDCM.000238	JC002YDCQ	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	91.439	93.413	EMPTY_NA	EMPTY_NA	Person in bed at Hospital	life	injure	illnessdegredationsickness	none	startbefore	2014-09-12	endunk	EMPTY_NA
JC002YDCM	VMJC002YDCM.000285	JC002YDCQ	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	96.364	99.086	EMPTY_NA	EMPTY_NA	Person on the floor at Hospital is sick	life	injure	illnessdegredationsickness	none	startbefore	2014-09-12	endunk	EMPTY_NA
JC002YDCM	VMJC002YDCM.000345	JC002YDCQ	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	99.203	102.415	EMPTY_NA	EMPTY_NA	Person on wheelchair at Hospital is sick	life	injure	illnessdegredationsickness	none	startbefore	2014-09-12	endunk	EMPTY_NA
JC002YDCM	VMJC002YDCM.000392	JC002YDCQ	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	102.415	103.024	EMPTY_NA	EMPTY_NA	Person in bed at Hospital is sick	life	injure	illnessdegredationsickness	none	startbefore	2014-09-12	endunk	EMPTY_NA
JC002YDCM	VMJC002YDCM.000601	JC002YDCQ	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	124.769	126.434	EMPTY_NA	EMPTY_NA	Two People in bed at Hospital are sick	life	injure	illnessdegredationsickness	none	startbefore	2014-09-12	endunk	EMPTY_NA
JC002YDCM	VMJC002YDCM.000661	JC002YDCQ	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	126.668	127.351	EMPTY_NA	EMPTY_NA	Person on stretcher at Hospital	life	injure	illnessdegredationsickness	none	startbefore	2014-09-12	endunk	EMPTY_NA
JC002YF1M	VMJC002YF1M.000003	JC002YF4Y	56	65	enfermedad	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Mysterious illness	disaster	diseaseoutbreak	diseaseoutbreak	not	startbefore	2014-09-15	endunk	EMPTY_NA
JC002YF1M	VMJC002YF1M.000037	JC002YF4Y	93	105	fallecimiento	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Death of a 2-year-old girl	life	die	nonviolentdeath	none	starton	2014-09-15	endon	2014-09-15
JC002YF1M	VMJC002YF1M.000084	JC002YF4Y	225	231	fatales	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Fatalities from the disease	life	die	nonviolentdeath	none	startbefore	2014-09-15	endon	2014-09-15
JC002YF1M	VMJC002YF1M.000191	JC002YF4Y	436	453	presentó un cuadro	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Girl showed symptoms	life	injure	illnessdegredationsickness	none	startbefore	2014-09-15	endon	2014-09-15
JC002YF1M	VMJC002YF1M.000264	JC002YF4Y	524	531	atendida	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	The girl was attended to in Turmero clinic	medical	intervention	intervention	none	starton	2014-09-15	endon	2014-09-15
JC002YF1M	VMJC002YF1M.000311	JC002YF4Y	569	576	falleció	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	The girl died	life	die	nonviolentdeath	none	starton	2014-09-15	endon	2014-09-15
JC002YF1M	VMJC002YF1M.000358	JC002YF4Y	709	723	Registró fiebre	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Girl had fever	life	injure	illnessdegredationsickness	none	startbefore	2014-09-15	endon	2014-09-15
